Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Car_ID,Brand,Car_Age,Price_Per_Km,Mileage_kmkg,Mileage_kmpl,Fuel_Efficiency,Engine_In_CC,Car_Type,Power_In_BHP
Honda Amaze S I-Dtech,Kochi,2016,47471,Diesel,Manual,First,5,,5.25,7N0R,Honda,9,0.0001106,,25.8,high,1498.0,Sedan,98.6
Mercedes-Benz M-Class Ml 250 Cdi,Hyderabad,2014,50000,Diesel,Automatic,First,5,,45.0,FLF5,Mercedes-Benz,11,0.0009,,15.26,high,2143.0,SUV,203.2
Hyundai I20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,First,5,,2.7,6C57,Hyundai,15,4.35e-05,,23.0,high,1396.0,Sedan,90.0
Hyundai I10 Era,Coimbatore,2013,65807,Petrol,Manual,First,5,,3.39,VDAY,Hyundai,12,5.15e-05,,19.81,high,1086.0,Hatchback,68.05
Maruti Swift Dzire Vdi,Hyderabad,2014,81768,Diesel,Manual,First,5,,5.69,EH4J,Maruti,11,6.96e-05,,26.59,high,1248.0,Sedan,74.0
Bmw Z4 2009-2013 Roadster 2.5I,Kochi,2018,9952,Petrol,Automatic,First,2,,58.54,LP50,Bmw,7,0.0058822,,10.37,medium,2979.0,Luxury Car,306.0
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,First,5,10.63 Lakh,8.4,1WHK,Maruti,8,0.00035,,27.39,high,1248.0,Sedan,74.0
Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,First,5,,2.5,ACK9,Chevrolet,13,3.43e-05,,25.44,high,936.0,Hatchback,57.6
Honda Brio V Mt,Pune,2012,59000,Petrol,Manual,First,5,,3.25,FERN,Honda,13,5.51e-05,,19.4,high,1198.0,Hatchback,86.8
Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,Second,5,,3.25,7548,Ford,11,9.85e-05,,20.0,high,1399.0,Sedan,68.05
Maruti Celerio Vxi At,Pune,2016,36789,Petrol,Automatic,First,5,,4.25,87PC,Maruti,9,0.0001155,,23.1,high,998.0,Hatchback,67.04
Mercedes-Benz New C-Class C 220 Cdi Elegance At,Jaipur,2014,41000,Diesel,Automatic,First,5,,18.5,G0HZ,Mercedes-Benz,11,0.0004512,,14.84,medium,2143.0,SUV,170.0
Hyundai Santro Xing Xl At Erlx Euro Iii,Hyderabad,2007,71000,Petrol,Automatic,First,5,,2.4,9XCH,Hyundai,18,3.38e-05,,17.0,high,1086.0,Hatchback,97.10749623493976
Honda Brio S Mt,Jaipur,2015,46650,Petrol,Manual,First,5,,4.25,VYYA,Honda,10,9.11e-05,,19.4,high,1198.0,Hatchback,86.8
Maruti Baleno Alpha Cvt,Mumbai,2018,3000,Petrol,Automatic,First,5,10.3 Lakh,8.85,X4O6,Maruti,7,0.00295,,21.4,high,1197.0,Hatchback,83.1
Hyundai Eon Sportz,Coimbatore,2014,14799,Petrol,Manual,First,5,,4.14,A3QK,Hyundai,11,0.0002797,,21.1,high,814.0,Hatchback,55.2
Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,Electric,Automatic,First,5,,12.75,B2F5,Toyota,14,0.0002898,,22.0,high,1798.0,SUV,73.0
Hyundai I20 1.4 Crdi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,5,,7.0,YIRG,Hyundai,10,0.0001022,,23.0,high,1396.0,Sedan,90.0
Ford Endeavour 3.2 Titanium At 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,7,,33.0,MBDO,Ford,7,0.0022,,10.91,medium,3198.0,Luxury Car,197.0
Honda City I-Vtec Vx,Ahmedabad,2017,29000,Petrol,Manual,First,5,12.68 Lakh,10.0,CV7V,Honda,8,0.0003448,,17.4,high,1497.0,Sedan,117.3
Maruti Sx4 Zdi,Kochi,2012,77407,Diesel,Manual,Second,5,,3.53,QR1C,Maruti,13,4.56e-05,,21.5,high,1248.0,Sedan,88.8
Chevrolet Optra Magnum 1.6 Ls Petrol,Jaipur,2007,118000,Petrol,Manual,First,5,,1.35,AS6C,Chevrolet,18,1.14e-05,,12.9,medium,1598.0,Sedan,102.5
Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,5,,4.5,NP83,Volkswagen,12,6e-05,,20.54,high,1598.0,Sedan,103.6
Honda City V Mt,Pune,2012,69000,Petrol,Manual,First,5,,4.9,WB2S,Honda,13,7.1e-05,,16.8,high,1497.0,Sedan,116.3
Hyundai Creta 1.6 Crdi Sx Option,Kochi,2016,52553,Diesel,Manual,First,5,,12.26,KDTF,Hyundai,9,0.0002333,,19.67,high,1582.0,Sedan,126.2
Hyundai Xcent 1.1 Crdi Sx,Mumbai,2014,58000,Diesel,Manual,Second,5,,3.99,PPVZ,Hyundai,11,6.88e-05,,24.4,high,1120.0,Hatchback,71.0
Mercedes-Benz Glc 220D 4Matic Style,Mumbai,2017,24000,Diesel,Automatic,First,5,59.77 Lakh,46.95,ZS4G,Mercedes-Benz,8,0.0019562,,17.9,high,2143.0,SUV,170.0
Ford Figo Diesel Exi,Hyderabad,2015,65542,Diesel,Manual,First,5,,3.8,AY8T,Ford,10,5.8e-05,,20.0,high,1399.0,Sedan,68.0
Volkswagen Jetta 2007-2011 2.0 Tdi Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,5,,6.75,0IFU,Volkswagen,12,9.93e-05,,15.0,medium,1896.0,SUV,105.0
Mahindra Tuv 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,7,,8.75,13D0,Mahindra,8,0.0003932,,18.49,high,1493.0,Sedan,100.0
Ford Ecosport 1.5 Ti Vct Mt Titanium,Chennai,2013,55000,Petrol,Manual,Second,5,,5.2,FSXI,Ford,12,9.45e-05,,15.8,high,1499.0,Sedan,110.0
Hyundai Verna 1.6 Sx Vtvt (O),Kochi,2017,19387,Petrol,Manual,First,5,,8.42,ZLGL,Hyundai,8,0.0004343,,17.1,high,1591.0,Sedan,121.3
Maruti Wagon R Lxi Cng,Pune,2014,58000,CNG,Manual,First,5,,3.0,BJ4A,Maruti,11,5.17e-05,26.6,,high,998.0,Hatchback,58.16
Hyundai I20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,5,,5.75,FYWD,Hyundai,9,0.0002396,,18.6,high,1197.0,Hatchback,81.83
Audi A4 New 2.0 Tdi Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,5,,9.75,M231,Audi,17,0.0005735,,15.2,high,1968.0,SUV,140.8
Nissan Micra Active Xv S,Delhi,2015,28500,Petrol,Manual,First,5,,3.5,6VRY,Nissan,10,0.0001228,,19.49,high,1198.0,Hatchback,67.04
Mercedes-Benz M-Class Ml 250 Cdi,Jaipur,2014,66000,Diesel,Automatic,First,5,,30.0,YQCS,Mercedes-Benz,11,0.0004545,,15.26,high,2143.0,SUV,203.2
Land Rover Discovery Sport Td4 S,Delhi,2017,22000,Diesel,Automatic,First,5,,35.0,R88Z,Land Rover,8,0.0015909,,12.83,medium,2179.0,SUV,147.5
Hyundai Creta 1.6 Sx Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,5,17.7 Lakh,13.25,2UZS,Hyundai,7,0.0002985,,15.8,high,1591.0,Sedan,121.3
Skoda Rapid 1.6 Tdi Active,Mumbai,2013,45000,Diesel,Manual,First,5,,3.65,S358,Skoda,12,8.11e-05,,20.5,high,1598.0,Sedan,103.5
Maruti Swift Dzire Vdi,Jaipur,2015,58000,Diesel,Manual,First,5,,5.25,58P4,Maruti,10,9.05e-05,,23.4,high,1248.0,Sedan,74.0
Hyundai Creta 1.6 Sx,Delhi,2016,69000,Petrol,Manual,First,5,14.23 Lakh,9.7,S6XK,Hyundai,9,0.0001406,,15.8,high,1591.0,Sedan,121.3
Hyundai Grand I10 Crdi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,5,,5.21,DB7Y,Hyundai,8,8.54e-05,,24.0,high,1120.0,Hatchback,70.0
Mahindra Tuv 300 T8,Pune,2016,67000,Diesel,Manual,First,7,,6.3,H4KU,Mahindra,9,9.4e-05,,18.49,high,1493.0,Sedan,100.0
Hyundai Grand I10 Crdi Sportz,Kochi,2014,51134,Diesel,Manual,First,5,,4.72,2181,Hyundai,11,9.23e-05,,24.0,high,1120.0,Hatchback,70.0
Bmw X5 Xdrive 30D,Chennai,2011,55000,Diesel,Automatic,Second,5,,28.0,4MN0,Bmw,14,0.0005091,,11.7,medium,2993.0,Luxury Car,245.0
Maruti Dzire Amt Vdi,Coimbatore,2018,25082,Diesel,Automatic,First,5,9.62 Lakh,8.37,AY1T,Maruti,7,0.0003337,,28.4,high,1248.0,Sedan,73.75
Toyota Fortuner 4X4 Mt,Delhi,2012,68350,Diesel,Manual,First,7,,14.0,BL1D,Toyota,13,0.0002048,,12.55,medium,2982.0,Luxury Car,168.5
Audi A6 2011-2015 35 Tdi Technology,Hyderabad,2015,50000,Diesel,Automatic,First,5,,36.0,TXDI,Audi,10,0.00072,,17.68,high,1968.0,SUV,174.33
Honda Jazz 1.5 V I Dtec,Pune,2015,97000,Diesel,Manual,First,5,,6.4,XKPY,Honda,10,6.6e-05,,27.3,high,1498.0,Sedan,98.6
Audi Q7 4.2 Tdi Quattro Technology,Coimbatore,2015,56238,Diesel,Automatic,First,7,,51.69,W6Z8,Audi,10,0.0009191,,11.33,medium,4134.0,Sports Car,335.2
Mahindra Scorpio 2009-2014 Vlx 2Wd 7S Bsiv,Jaipur,2014,72618,Diesel,Manual,First,7,,8.0,5RM0,Mahindra,11,0.0001102,,12.05,medium,2179.0,SUV,120.0
Chevrolet Cruze Ltz,Hyderabad,2012,62005,Diesel,Manual,First,5,,9.8,5043,Chevrolet,13,0.0001581,,18.3,high,1991.0,SUV,147.9
Chevrolet Beat Diesel Lt,Hyderabad,2012,61250,Diesel,Manual,First,5,,2.7,NKAW,Chevrolet,13,4.41e-05,,25.44,high,936.0,Hatchback,57.6
Audi A4 35 Tdi Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,5,53.14 Lakh,24.37,UYJF,Audi,11,0.000856,,18.25,high,1968.0,SUV,187.74
Skoda Rapid 1.6 Mpi At Style,Kochi,2018,21488,Petrol,Automatic,First,5,,9.72,NAMH,Skoda,7,0.0004523,,14.3,medium,1598.0,Sedan,103.52
Maruti Swift Dzire Vdi,Pune,2014,197000,Diesel,Manual,First,5,,5.0,W77A,Maruti,11,2.54e-05,,23.4,high,1248.0,Sedan,74.0
Toyota Fortuner 3.0 Diesel,Pune,2009,138205,Diesel,Manual,Second,7,,10.5,O0IN,Toyota,16,7.6e-05,,11.5,medium,2982.0,Luxury Car,171.0
Maruti Swift Vdi,Jaipur,2012,160000,Diesel,Manual,Second,5,,3.9,3820,Maruti,13,2.44e-05,,22.9,high,1248.0,Sedan,74.0
Honda City 1.5 V Mt Exclusive,Coimbatore,2012,67590,Petrol,Manual,First,5,,5.65,H9SY,Honda,13,8.36e-05,,17.0,high,1497.0,Sedan,118.0
Mercedes-Benz M-Class Ml 250 Cdi,Mumbai,2012,52000,Diesel,Automatic,First,5,,29.95,E06N,Mercedes-Benz,13,0.000576,,15.26,high,2143.0,SUV,203.2
Maruti Swift Ldi Bsiii,Bangalore,2008,100000,Diesel,Manual,Second,5,,3.0,TXWA,Maruti,17,3e-05,,17.8,high,1248.0,Sedan,75.0
Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,5,8.91 Lakh,6.0,A0HM,Ford,8,9.99e-05,,26.1,high,1498.0,Sedan,99.0
Hyundai I10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,5,,2.11,FPMX,Hyundai,16,4.4e-05,,20.36,high,1197.0,Hatchback,78.9
Fiat Punto 1.4 Emotion,Kolkata,2010,47000,Petrol,Manual,First,5,,1.49,KXJ9,Fiat,15,3.17e-05,,14.6,medium,1333.5967963386727,Sedan,97.10749623493976
Maruti Alto Lxi,Jaipur,2011,100000,Petrol,Manual,First,5,,1.5,AW6E,Maruti,14,1.5e-05,,19.7,high,796.0,Hatchback,46.3
Toyota Etios Liva Gd,Coimbatore,2013,62601,Diesel,Manual,First,5,,4.67,O7D2,Toyota,12,7.46e-05,,23.59,high,1364.0,Sedan,127.9431071655041
Maruti Swift Vxi Bsiv,Bangalore,2006,80010,Petrol,Manual,Second,5,,2.85,PVPX,Maruti,19,3.56e-05,,20.4,high,1197.0,Hatchback,81.8
Mercedes-Benz New C-Class C 220 Cdi Avantgarde,Coimbatore,2017,26493,Diesel,Automatic,First,5,,33.64,MVLB,Mercedes-Benz,8,0.0012698,,19.27,high,2143.0,SUV,170.0
Tata Indica V2 Dle Bsiii,Hyderabad,2011,96000,Diesel,Manual,Second,5,,0.91,C0P9,Tata,14,9.5e-06,,17.88,high,1396.0,Sedan,52.8
Maruti Alto 800 Vxi,Jaipur,2014,45700,Petrol,Manual,Second,5,,2.42,XQ18,Maruti,11,5.3e-05,,22.74,high,796.0,Hatchback,47.3
Skoda Superb 2.8 V6 At,Kolkata,2005,13000,Petrol,Automatic,First,5,,3.25,M6NP,Skoda,20,0.00025,,9.3,low,2771.0,Luxury Car,193.1
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Petrol,Manual,First,5,,2.8,6Q92,Volkswagen,12,7.37e-05,,16.47,high,1198.0,Hatchback,73.9
Maruti Dzire Amt Zxi Plus,Coimbatore,2019,8018,Petrol,Automatic,First,5,10.26 Lakh,8.3,V1XW,Maruti,6,0.0010352,,22.0,high,1197.0,Hatchback,81.8
Mahindra Scorpio Vlx,Bangalore,2010,144400,Diesel,Manual,Third,8,,5.25,ZH62,Mahindra,15,3.64e-05,,12.05,medium,2179.0,SUV,120.0
Maruti Swift Vdi Bsiii,Jaipur,2010,152000,Diesel,Manual,First,5,,2.9,U2EB,Maruti,15,1.91e-05,,17.8,high,1248.0,Sedan,75.0
Bmw 3 Series 320D Prestige,Pune,2013,71000,Diesel,Automatic,First,5,,15.0,FG5V,Bmw,12,0.0002113,,18.88,high,1995.0,SUV,184.0
Tata Nano Std Se,Jaipur,2012,80000,Petrol,Manual,Second,4,,0.53,HO7K,Tata,13,6.6e-06,,25.4,high,624.0,Hatchback,37.5
Toyota Innova 2.5 Vx (Diesel) 8 Seater,Mumbai,2014,87143,Diesel,Manual,First,8,,12.5,1G9M,Toyota,11,0.0001434,,12.99,medium,2494.0,SUV,100.0
Honda Brio S Option Mt,Mumbai,2012,25000,Petrol,Manual,First,5,,2.75,BT99,Honda,13,0.00011,,18.4,high,1198.0,Hatchback,86.8
Tata Tiago Amt 1.2 Revotron Xza,Pune,2018,2000,Petrol,Automatic,First,5,6.94 Lakh,5.0,0ZNC,Tata,7,0.0025,,23.84,high,1199.0,Hatchback,83.83
Mahindra Scorpio Sle Bsiv,Kochi,2014,45239,Diesel,Manual,First,8,,7.09,E0F1,Mahindra,11,0.0001567,,12.05,medium,2179.0,SUV,120.0
Bmw 5 Series 2003-2012 525D,Hyderabad,2011,101999,Diesel,Automatic,First,5,,19.99,55AF,Bmw,14,0.000196,,16.73,high,1995.0,SUV,218.0
Toyota Corolla Altis D-4D Gl,Mumbai,2014,74219,Diesel,Manual,First,5,,10.75,7KZR,Toyota,11,0.0001448,,21.43,high,1364.0,Sedan,87.2
Honda City I Vtec Cvt Vx,Mumbai,2016,25000,Petrol,Automatic,First,5,,9.45,AVOO,Honda,9,0.000378,,18.0,high,1497.0,Sedan,117.3
Hyundai Verna Crdi 1.6 Sx Option,Hyderabad,2008,109606,Diesel,Manual,First,5,15.59 Lakh,2.9,CWDV,Hyundai,17,2.65e-05,,22.0,high,1582.0,Sedan,126.2
Maruti Swift Dzire Vdi Optional,Kolkata,2015,36000,Diesel,Manual,First,5,,4.7,ZYHL,Maruti,10,0.0001306,,26.59,high,1248.0,Sedan,74.0
Maruti Ciaz Zxi,Coimbatore,2016,41810,Petrol,Manual,First,5,,7.11,72CT,Maruti,9,0.0001701,,20.73,high,1373.0,Sedan,91.1
Ford Ecosport 1.5 Dv5 Mt Titanium,Jaipur,2014,93321,Diesel,Manual,First,5,,6.25,NT3Y,Ford,11,6.7e-05,,22.7,high,1498.0,Sedan,89.84
Maruti Alto K10 2010-2014 Vxi,Hyderabad,2011,81000,Petrol,Manual,First,5,,2.2,N27A,Maruti,14,2.72e-05,,20.92,high,998.0,Hatchback,67.1
Honda Amaze V Cvt Petrol,Kochi,2019,25717,Petrol,Automatic,First,5,9.47 Lakh,8.86,W8Z7,Honda,6,0.0003445,,19.0,high,1199.0,Hatchback,88.76
Mahindra Xuv500 W6 2Wd,Delhi,2015,37000,Diesel,Manual,First,7,,9.3,DQ6P,Mahindra,10,0.0002514,,15.1,high,2179.0,SUV,140.0
Mahindra Tuv 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,First,7,,7.57,HFYO,Mahindra,8,0.0001343,,18.49,high,1493.0,Sedan,100.0
Honda Jazz Vx,Chennai,2017,8000,Petrol,Manual,First,5,9.1 Lakh,7.9,WF3C,Honda,8,0.0009875,,18.2,high,1199.0,Hatchback,88.7
Maruti Swift Vxi Bsiii W/ Abs,Kochi,2018,14589,Petrol,Manual,First,5,,5.65,VKPS,Maruti,7,0.0003873,,16.1,high,1298.0,Sedan,88.2
Volkswagen Polo Petrol Highline 1.2L,Delhi,2013,65088,Petrol,Manual,First,5,,3.25,T6Q9,Volkswagen,12,4.99e-05,,16.47,high,1198.0,Hatchback,73.9
Hyundai Creta 1.6 Sx Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,5,19.18 Lakh,16.27,JLQ4,Hyundai,6,0.0006544,,20.5,high,1582.0,Sedan,126.2
Chevrolet Beat Ls,Coimbatore,2011,64831,Petrol,Manual,First,5,,3.21,TRL3,Chevrolet,14,4.95e-05,,18.6,high,1199.0,Hatchback,79.4
Honda Amaze Vx I-Dtec,Kolkata,2013,38001,Diesel,Manual,First,5,,3.9,L1ZI,Honda,12,0.0001026,,25.8,high,1498.0,Sedan,98.6
Mercedes-Benz E-Class 230 E At,Mumbai,2008,77000,Petrol,Automatic,Second,5,,6.5,2JPN,Mercedes-Benz,17,8.44e-05,,10.0,medium,2496.0,SUV,157.7
Bmw 5 Series 530D M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,5,78.31 Lakh,48.0,9TW8,Bmw,9,0.0017778,,18.59,high,2993.0,Luxury Car,265.0
Audi A3 35 Tdi Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,5,42.89 Lakh,18.9,J6BW,Audi,9,0.0004846,,20.38,high,1968.0,SUV,143.0
Maruti Swift Dzire Vdi,Pune,2015,131000,Diesel,Manual,First,5,,3.6,XXJQ,Maruti,10,2.75e-05,,26.59,high,1248.0,Sedan,74.0
Maruti Swift Dzire Vdi,Kolkata,2015,43000,Diesel,Manual,First,5,,5.5,QAZI,Maruti,10,0.0001279,,26.59,high,1248.0,Sedan,74.0
Toyota Innova 2.5 V Diesel 7-Seater,Pune,2011,68000,Diesel,Manual,Second,7,,7.0,776E,Toyota,14,0.0001029,,12.8,medium,2494.0,SUV,102.0
Bmw X3 Xdrive20D,Bangalore,2016,45165,Diesel,Automatic,First,5,,41.75,5JOQ,Bmw,9,0.0009244,,16.09,high,1995.0,SUV,184.0
Bmw 5 Series 2003-2012 525D,Hyderabad,2007,120000,Diesel,Automatic,First,5,,10.5,RDI0,Bmw,18,8.75e-05,,16.73,high,1995.0,SUV,218.0
Mahindra Xuv500 W8 2Wd,Coimbatore,2014,86091,Diesel,Manual,First,7,,10.09,B6SF,Mahindra,11,0.0001172,,15.1,high,2179.0,SUV,140.0
Honda City 1.5 S Mt,Delhi,2009,71499,Petrol,Manual,First,5,,3.0,GTZK,Honda,16,4.2e-05,,17.0,high,1497.0,Sedan,118.0
Force One Lx 4X4,Chennai,2014,50000,Diesel,Manual,First,7,,12.0,L4V8,Force,11,0.00024,,17.0,high,2200.0,SUV,139.01
Volkswagen Polo 1.5 Tdi Comfortline,Jaipur,2015,66000,Diesel,Manual,First,5,9.56 Lakh,4.91,SNKR,Volkswagen,10,7.44e-05,,20.14,high,1498.0,Sedan,88.0
Honda Jazz S,Kolkata,2010,45000,Petrol,Manual,First,5,,2.0,PJUW,Honda,15,4.44e-05,,16.0,high,1198.0,Hatchback,90.0
Toyota Etios Liva Gd Sp,Hyderabad,2015,69189,Diesel,Manual,First,5,,5.3,IAJL,Toyota,10,7.66e-05,,23.59,high,1364.0,Sedan,67.06
Nissan Terrano Xv Premium 110 Ps,Mumbai,2014,40206,Diesel,Manual,First,5,,7.22,9QHO,Nissan,11,0.0001796,,19.01,high,1461.0,Sedan,108.5
Bmw X3 Xdrive 20D Xline,Kochi,2017,36723,Diesel,Automatic,First,5,64.76 Lakh,32.57,OLEU,Bmw,8,0.0008869,,18.56,high,1995.0,SUV,190.0
Hyundai I20 1.2 Magna,Mumbai,2010,57500,Petrol,Manual,First,5,,2.75,V3XM,Hyundai,15,4.78e-05,,18.5,high,1197.0,Hatchback,80.0
Maruti Eeco 5 Str With Ac Plus Htr Cng,Kochi,2018,43912,CNG,Manual,First,5,,4.33,UE4H,Maruti,7,9.86e-05,15.1,,medium,1196.0,Hatchback,73.0
Ford Fiesta Exi 1.4 Tdci Ltd,Hyderabad,2011,52000,Diesel,Manual,First,5,,3.75,0COW,Ford,14,7.21e-05,,17.8,high,1399.0,Sedan,68.0
Honda City 1.5 V At,Kochi,2014,60952,Petrol,Automatic,First,5,,5.91,5T0P,Honda,11,9.7e-05,,16.8,high,1497.0,Sedan,118.0
Maruti Swift Vdi Bsiv,Chennai,2013,87192,Diesel,Manual,First,5,,4.35,3OJ4,Maruti,12,4.99e-05,,25.2,high,1248.0,Sedan,74.0
Hyundai Grand I10 Crdi Sportz Edition,Delhi,2014,58000,Diesel,Manual,First,5,,3.25,ZREV,Hyundai,11,5.6e-05,,24.0,high,1120.0,Hatchback,70.0
Audi Q7 45 Tdi Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,7,99.92 Lakh,68.0,94AE,Audi,8,0.0011429,,14.75,medium,2967.0,Luxury Car,245.0
Volkswagen Ameo 1.2 Mpi Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,First,5,,5.5,ML8I,Volkswagen,9,0.0003303,,17.0,high,1198.0,Hatchback,74.0
Honda City I Vtec Cvt Vx,Kochi,2018,34696,Petrol,Automatic,First,5,,12.08,ZNFE,Honda,7,0.0003482,,18.0,high,1497.0,Sedan,117.3
Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,5,,7.48,IDA8,Maruti,7,0.0001771,,27.39,high,1248.0,Sedan,74.0
Hyundai Grand I10 Crdi Sportz,Jaipur,2016,57824,Diesel,Manual,First,5,,5.5,Y0RO,Hyundai,9,9.51e-05,,24.0,high,1120.0,Hatchback,70.0
Maruti Swift Dzire Vdi,Jaipur,2011,110000,Diesel,Manual,First,5,,3.5,SKS8,Maruti,14,3.18e-05,,19.3,high,1248.0,Sedan,73.9
Maruti Swift 1.3 Vxi,Delhi,2006,63000,Petrol,Manual,First,5,,1.6,GP7H,Maruti,19,2.54e-05,,16.1,high,1333.5967963386727,Sedan,97.10749623493976
Land Rover Freelander 2 Td4 Hse,Delhi,2013,72000,Diesel,Automatic,First,5,,15.5,VT0P,Land Rover,12,0.0002153,,17.809450853714814,high,2179.0,SUV,115.0
Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,Diesel,Manual,First,7,,19.0,PE4A,Toyota,12,0.0002994,,11.5,medium,2982.0,Luxury Car,171.0
Honda Jazz Vx Diesel,Hyderabad,2017,17151,Diesel,Manual,First,5,11.05 Lakh,8.4,IIYA,Honda,8,0.0004898,,27.3,high,1498.0,Sedan,98.6
Maruti Vitara Brezza Ldi Option,Pune,2016,31001,Diesel,Manual,First,5,,7.25,V7W0,Maruti,9,0.0002339,,24.3,high,1248.0,Sedan,88.5
Maruti Swift Dzire Vdi,Kolkata,2014,42109,Diesel,Manual,First,5,,4.25,IV13,Maruti,11,0.0001009,,23.4,high,1248.0,Sedan,74.0
Skoda Rapid 1.5 Tdi At Elegance,Delhi,2015,55000,Diesel,Automatic,Second,5,,5.7,PX0P,Skoda,10,0.0001036,,21.66,high,1498.0,Sedan,103.52
Land Rover Freelander 2 Td4 Se,Hyderabad,2013,46000,Diesel,Automatic,Second,5,,26.0,ZMKG,Land Rover,12,0.0005652,,17.809450853714814,high,2179.0,SUV,115.0
Maruti Alto 800 Lxi,Hyderabad,2013,30852,Petrol,Manual,First,5,,2.49,8AD9,Maruti,12,8.07e-05,,22.74,high,796.0,Hatchback,47.3
Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Petrol,Manual,Second,5,,3.0,6YP0,Volkswagen,14,4.62e-05,,16.47,high,1198.0,Hatchback,73.9
Honda City I Dtec Sv,Delhi,2015,65000,Diesel,Manual,First,5,,5.95,7736,Honda,10,9.15e-05,,26.0,high,1498.0,Sedan,98.6
Maruti Swift Dzire Ldi,Delhi,2013,72000,Diesel,Manual,First,5,,2.69,XQJ1,Maruti,12,3.74e-05,,23.4,high,1248.0,Sedan,74.0
Audi A4 2.0 Tdi 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,First,5,,26.0,6ZEI,Audi,11,0.0008966,,17.11,high,1968.0,SUV,174.33
Honda City I Vtec Vx,Kolkata,2015,32000,Petrol,Manual,First,5,,5.5,EA9Q,Honda,10,0.0001719,,17.8,high,1497.0,Sedan,117.3
Ford Figo Aspire 1.2 Ti-Vct Ambiente,Chennai,2016,29875,Petrol,Manual,First,5,,4.85,PAOT,Ford,9,0.0001623,,18.16,high,1196.0,Hatchback,86.8
Maruti Vitara Brezza Ldi,Kochi,2018,32539,Diesel,Manual,First,5,8.63 Lakh,8.39,0BJS,Maruti,7,0.0002578,,24.3,high,1248.0,Sedan,88.5
Renault Duster 110Ps Diesel Rxl,Hyderabad,2015,83090,Diesel,Manual,First,5,,7.99,C0X9,Renault,10,9.62e-05,,19.01,high,1461.0,Sedan,108.45
Hyundai I20 Active 1.4 Sx,Hyderabad,2016,62679,Diesel,Manual,First,5,,6.95,E2J2,Hyundai,9,0.0001109,,21.19,high,1396.0,Sedan,88.73
Mahindra Logan Petrol 1.4 Gle,Mumbai,2010,93000,Petrol,Manual,First,5,,1.5,BOGT,Mahindra,15,1.61e-05,,15.7,high,1390.0,Sedan,75.0
Honda City Zx Gxi,Mumbai,2006,44000,Petrol,Manual,First,5,,1.55,O5RA,Honda,19,3.52e-05,,17.7,high,1497.0,Sedan,78.0
Ford Figo Petrol Exi,Bangalore,2010,78400,Petrol,Manual,Second,5,,2.75,F7G5,Ford,15,3.51e-05,,15.6,high,1196.0,Hatchback,70.0
Renault Duster Petrol Rxl,Mumbai,2014,71300,Petrol,Manual,First,5,,4.25,QP6S,Renault,11,5.96e-05,,13.06,medium,1598.0,Sedan,102.53
Hyundai I10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,First,5,,2.85,IZBS,Hyundai,10,0.0001583,,20.36,high,1197.0,Hatchback,78.9
Land Rover Discovery Sport Td4 Hse 7S,Coimbatore,2019,24013,Diesel,Automatic,First,7,69.22 Lakh,56.14,D70A,Land Rover,6,0.0023379,,12.81,medium,1999.0,SUV,148.31
Audi Q5 2008-2012 2.0 Tfsi Quattro,Ahmedabad,2009,99100,Petrol,Automatic,Second,5,,10.0,F361,Audi,16,0.0001009,,9.74,low,1984.0,SUV,208.0
Maruti Versa Dx2 Bs Ii,Mumbai,2003,62000,Petrol,Manual,Second,8,,1.25,QVB1,Maruti,22,2.02e-05,,11.3,medium,1298.0,Sedan,83.1
